BUILDING.ID,pred_elec_cost_saving_ACOPT
485091841660,1410250.4397828400
485867866238,10771.80650217120
486086843605,447492.4568309240
487566840364,0.0
488403841800,406088.6406296820
490080842381,265323.0465425610
493190847369,12172.23244280020
508239854278,13655.829018539500
617,502.65545603749200
3626,1329.0488112561700
5817,396.73373787059800
6228,1279.3415068822500
6522,1509.8361795883200
6534,451.0370831663910
7903,363.70349911102800
10353,465.29782603174700
10713,662.19821515452
11526,1437.0252213999700
12831,620.4727214446670
12985,488.8450444470180
15794,567.2804806593550
20589,337.2026731727130
21780,467.6931990360010
112217100365,343.5982453378390
112217100367,377.3274720967450
112217100381,316.77560190734800
112217100445,297.3264037393120
112217100465,370.95948746637500
112217100466,497.21105060762100
112217100468,395.77066286329800
112217100489,387.3391317178440
112217100492,456.1461646266570
112217100498,603.0341833310270
112217100503,452.75531864469700
112217100519,437.66060639780600
112217100523,513.3135737522410
112217100524,565.2901935436760
112217100614,1570.9519067801100
112217100622,520.4816293718880
112217100625,1011.7237688758400
112217100628,575.8780367026770
112217100629,1029.34121470457
112217100636,604.5789196965600
112217100639,1225.2232113139400
112217100666,1631.9936807061900
112217100668,607.5028041716740
112217100678,1528.4492772449600
112217100680,1359.8621767389700
366050904621,230.31415378409500
370640881622,550.4087620848790
371094881812,935.8009965445970
373224893625,222.1626567764870
376346890898,432.0735452596980
377158890270,402.4154225551540
377628890108,407.2750395939010
377659890046,364.29090213284700
377659890356,403.0336912665750
377844893247,232.18864730027900
378043893046,394.1259904108120
378329885872,596.9719595124860
378545899428,583.4725707945440
378594902311,276.72512584983100
378625900138,338.27323129792
378702902344,231.2392047128570
378732898794,166.9197817949580
378898903149,305.1952889049040
378980902803,312.7632600020880
378994894882,309.047537652998
379005902304,242.4538227493130
379059902300,257.84021798812600
379109895156,250.56363072428100
379162902738,310.9306056902280
379184902168,213.34039094590200
379274902737,303.48202726202100
379389902171,206.18975565482300
379468902294,296.3352613135570
379573893820,740.9775510260830
379593914399,545.999638809275
379848887189,483.2292607602360
379854902736,275.5319773424080
379943889810,928.4326514094340
380240903104,578.09239670712
380398904787,542.5515099856210
380629905001,591.3778091110310
380731886095,984.6833759756000
380858886543,237.27420860647700
381270905897,297.38495750792800
381365917425,350.1421732834820
381424892852,1165.4472604240100
381473896894,244.79593727220600
381571916049,279.0143820179580
381775898805,299.01904791769500
381874892447,1587.1850411558400
381908898782,266.5335858143980
381932916205,384.51880056815000
382038898986,302.0131844063230
382233889755,790.2673265600740
382289896531,254.58864633669800
382386906689,136.84604175917100
382637907242,657.2080485751780
382681906783,768.6699202087980
382723893104,1055.619951294610
382743906275,732.079711822021
382815905818,122.48775517538600
382845914013,278.2768815361870
382898893584,476.8987962129050
382934897106,302.8709217726270
382940906762,225.79414211312500
382959906334,505.8896425627330
383134893028,335.40673079568800
383173903243,309.40760918084700
383174893301,256.9635841239930
383226890204,1139.3449776317500
383251905340,324.8006695811340
383278916169,366.12982001211600
383290896418,148.02537131227700
383291888609,241.03793772838400
383293889059,241.03793772838400
383317906741,372.08185686052700
383328892827,811.125435420048
383409888313,1153.016677684070
383418906619,256.651505012172
383475888737,241.03793772838400
383476888542,241.03793772838400
383476888676,241.03793772838400
383476888921,241.03793772838400
383478889116,241.51560023189700
383488888348,897.7094856875280
383518913964,317.2605246306410
383531893153,221.09649698472000
383575914162,272.5113424045470
383613914422,275.19283063870200
383624915256,192.1829122211040
383635914938,431.50440234944600
383645893806,274.68724136472900
383662906468,339.93818512916100
383665889056,241.51560023189700
383677905746,629.8852610661440
383697906080,640.0740070152640
383815896479,268.86698428646200
383819896687,267.30256511519500
383820896574,350.39600987182900
383849906387,1023.3375858369200
383964906237,286.58328437046900
384148896441,253.40772642907500
384149896540,274.2637460280560
384228896722,259.366589171641
384272896240,289.51935308303800
384487896707,290.72279637010700
384994893502,323.17894495757500
385203893489,296.99130465745300
385212896262,230.74217871963600
386345883904,1489.922298267140
386575883961,795.6362775721460
386591898567,576.7388786175970
386618883811,917.3352244404120
386714898882,253.0389244268640
386767898063,306.0037392635000
387013896321,423.32981996238300
387072898899,236.78577804618400
387386896298,283.1090307921230
387498898982,287.51190470372400
387544896367,489.24463522100900
387768896295,240.07932127355500
387827902827,194.3111177047350
387969896266,295.3466361417400
388116896270,580.4470510960710
388245895753,357.461090378503
388330896803,209.2596772375290
388390902513,446.58920362802700
388666899207,396.7356833242240
389243898916,154.18662519015100
389467884701,347.62370371127900
389503884266,251.12087444360400
389635902693,175.23923836870800
389944902851,283.92473127839000
390311902842,294.67143782450300
391869896539,456.23556299562300
392185910796,1405.810800273080
392795896526,298.865804751827
393224906041,334.0785557024920
393288907341,353.78339910479000
393856898509,333.34662484732600
394741908728,197.87944391124400
394973908625,255.8910954984640
395110896141,397.8243867947640
395346837868,447.4561437907400
395399896202,285.870886376301
395704895544,720.5331865277910
395978908712,252.6022584391230
396735895882,289.7644237720080
396798905808,123.08663174181100
397132892399,703.2252602690710
398444886458,311.20799380422900
398471885679,180.97758045564600
398504886181,131.39825412907700
398712886270,199.85633720372500
398795887708,957.9591636799780
398839886227,103.67968778723300
398948898861,407.77375012554400
398992911908,427.8104031286540
399051911334,196.2150496502480
399085909786,369.5439114572610
399087896452,307.9149421576240
399153886268,267.2924876682090
399203910375,163.00911760448400
399207912060,258.2469570115730
399216910632,321.81624515975900
399268899495,168.00768727934800
399332887733,354.16410469614100
399340886990,634.6206786433520
399371886150,434.7483070930750
399397889583,316.0176362285610
399400891311,324.7556833995260
399411901204,464.40671128202900
399441890050,372.22788833696600
399441911856,447.9194493935840
399649887700,347.9306551281450
399655887107,522.0344375926430
399680901132,437.02072481462500
399687886326,153.58144910352700
399701899576,537.2194496332780
399735900940,347.73301471028100
399746901791,466.6359842977370
399759899025,132.70698745049400
399767913480,897.2126094706180
399778912746,266.2086249743720
399938887042,601.465129114824
399946906676,373.60252545794300
399989897561,311.9811494133000
400046910437,253.16172670549900
400062909942,320.60770052014100
400141910411,154.704113172698
400186910666,439.6561950386780
400195909633,273.82464544474400
400213886331,326.69903289551900
400237911660,341.9927644002010
400366886694,295.8766294447700
400633893574,957.7085454183290
400961886303,299.11162441295800
401184886378,125.3474238055370
401333887884,373.811842912057
401514840550,174.91481368433700
401573885390,273.4213412601110
402252917842,497.3032967374920
402257918661,470.9961637426170
402306884699,402.7325490900030
402392916826,292.2727791711540
402555885228,789.0915061131890
402691895849,516.4275190546370
402731916972,839.4331097483200
402847884286,444.44506732269900
402850883520,372.43560989905800
402885884809,897.3967368161460
403049895823,357.5564622371410
403109916945,409.8893565971210
403199883178,423.9792024545540
403267883561,452.33282134341600
403269883441,300.63009814857100
403273883722,358.67882287242400
403274884028,455.11206618046900
403283916845,374.57530261716500
403609884896,273.5940950060770
403613913834,268.19373933849100
403740895674,910.2754741132390
403753912665,522.7683758432570
403772913397,749.9652829578040
403898883039,208.47783756417400
403899912161,477.12858143527000
403904914860,493.71642513762000
403918885283,355.4154797037390
403977914508,295.66880274649200
403998913694,298.30600053710600
404032895611,445.08558789135800
404178883880,246.43419452973800
404414885313,344.7220240488100
404660884630,255.96246350239400
404694882609,579.1615966611490
405076882361,504.9009599793000
406262885408,162.93326228522400
406488895797,231.55258405046500
406494893410,195.40106540876300
406759885305,379.1998229518160
406994885305,243.76961622355600
407346893402,467.6955531195500
408428903392,963.8081457202360
409207885246,298.779869662247
409622904665,430.8323641010810
409646904982,506.28319293412
409818905464,301.72323506703600
409865883925,788.242929981622
410033898757,172.2458277950130
410061918297,327.2072631126980
410167905407,514.5133675005940
410249916907,255.6363871933990
410423918765,345.6604393613020
410701919036,252.08053738613100
410815919034,134.28862777844600
410885918448,928.0819443814310
410968918971,535.3239873527190
411125905466,606.9383196492710
411319896095,244.63720025601200
411629916309,199.40250967510300
411989890809,578.5736341013090
412387921628,314.63692768295900
412481921416,190.07536644949100
412616893126,247.34226886383700
412841892459,353.2259982165420
412859892300,345.62198891760400
412912892777,257.2164796682130
412927892877,237.25428948061700
413088939138,1165.3789052445800
413569879736,895.1170083281020
414899895553,183.06637454062400
414972893466,107.20585949917600
415184879552,654.3342415846700
415259892124,238.84483474107900
415268895308,151.56370708375700
415274894894,399.97978563814900
415553879956,233.61699962133300
415829821101,360.33155900875500
416202879924,251.1127025206490
416286895731,622.7507188864870
416466890846,311.57502576669200
417447839836,217.0212317035590
417535893220,267.66767885863800
417545895824,336.67678429339200
417569898723,119.23331277715800
417620893202,330.4580650012480
417753879625,298.98369359691800
417836903641,410.09182551275500
417899895169,316.8812460538060
417901891827,300.44166149673700
417946821370,234.55213953310800
417962894177,217.4239207752670
417978894506,195.59507062227900
418157898450,266.1360499419250
418213840624,344.8675153350320
418332840576,282.7696041721630
418358879453,234.5664191071410
418596916009,256.39591121100200
418627845966,307.93014408536100
418719846243,502.9660004834210
418772817957,429.0169886214310
418772879441,514.2725759135330
418957907930,241.6601770481880
418964841435,274.1460603995110
419043905998,251.69027336381800
419071908316,226.1202893753320
419133838617,280.0055655147650
419146906332,358.9806145669720
419171906097,297.56451953461500
419172907503,347.225026268233
419178904335,308.548152304936
419190846190,416.54078473317000
419223908632,301.011960517882
419250837603,469.10754329691200
419276908315,363.14924557180600
419370907251,198.68973527762400
419390906146,283.3035242851080
419396904071,392.9033199142030
419416906428,300.14094029990000
419427908664,283.982364291247
419456907708,235.05860240013700
419505908588,333.69285004833800
419568905939,248.10864751697800
419588844344,167.63298227110100
419601844009,808.5094521075190
419605906904,292.23298695897300
419661844664,317.4220612950390
419706906043,322.3372010626950
419708851480,258.6953796689960
419709906644,281.3685348656070
419714902309,170.90402817145800
419753904000,414.9061517798590
419763903887,362.02443830358500
419820815813,277.35690431880000
419835893421,271.0920125701310
419848893202,292.85660099346200
419855908751,431.0829020024280
419958839869,264.6574935136310
419964883517,674.0578562437720
419985883142,309.58379419616700
420010882869,619.7461467059700
420025837077,258.099460512
420055844284,770.3240010070510
420084902076,227.99535801537200
420140909364,850.4613718771040
420149837843,235.33936547699300
420200837898,219.13926122769300
420272876980,370.73279545616500
420296902155,316.0751289726700
420308843303,244.26171969046400
420317837141,341.6000771721570
420321877170,295.67454517809100
420333839494,365.5712721216320
420340877544,540.4383547408230
420342884206,343.3183944416030
420352895186,296.4846497696090
420444877112,319.1558902830760
420454895125,268.79800413677400
420486897586,468.1424730091790
420516903781,188.2596907046570
420540879743,1115.6671484278200
420592893796,285.45014217066200
420606915239,302.9707338117240
420624841495,199.13573673061400
420632896767,305.628043372542
420641901507,335.67024725816200
420655901403,251.9746058022180
420718840926,222.7217964146660
420719882301,360.33457823812100
420729881816,393.53095504370600
420732840079,225.547629846504
420760837872,155.72310407633200
420779904845,247.06679114994000
420796894370,737.8051864182770
420801902153,298.241052132596
420826884325,305.88512264435300
420827894871,271.78454407368000
420853904909,306.8889312360150
420867835941,171.7061904632360
420884842921,261.1257747266430
420886894092,409.39476693519900
420892839078,218.65265368251600
420901905080,257.2275286399000
420918843288,413.54339510993000
420965814701,231.41641643190500
420967848821,449.4448890811360
421029904356,292.5390993700510
421034905304,329.669983483133
421049908561,288.68824892145200
421062905164,256.79907200891300
421083890853,208.2790784695570
421091843143,168.6430332803410
421156895767,260.1283487111980
421186878286,200.67704558999900
421236896091,400.0402567246770
421291865990,160.62346444631500
421311841162,208.17954200542000
421334895712,422.1623305699920
421354906723,280.72806476709400
421449932901,378.6855802371430
421454908568,413.2678988265330
421464841625,272.5918133064730
421549895830,486.0861404373290
421557906591,276.0477004297910
421592932726,241.65587420924400
421594841414,234.2656751751560
421636841788,380.22042778088200
421649841284,363.2261952757300
421677836785,216.51039581547900
421685813818,245.6887240455370
421739907202,331.06529227827600
421758882779,639.7732246717270
421761905567,368.12600536678800
421785890494,260.42496719970400
421790907459,243.76795309968700
421815877872,137.89350979960200
421845838878,190.80799333157200
421875841141,212.35559820400000
421883878655,407.0170756093360
421887896067,293.61345015745700
421903837008,219.39770317335700
421914822687,1558.842876684310
421924841217,248.98786141050200
422107839876,241.75894941655600
422173893124,217.67860187076800
422279836692,132.46058586875200
422316836931,523.2325440864590
422364893185,253.9334568988510
422488905927,492.2753751406280
422503905532,232.8103724968250
422596840410,228.80786977564300
422605885455,214.4230361731410
422686893119,344.25823940181300
422692896237,487.0627018930870
422718889340,347.2728650317920
422718895762,598.5388450384360
422753893342,264.4275746592700
422792898684,507.7032400320090
422941878481,195.06703631034400
422942839624,151.83350356853700
423029903465,166.90214524479800
423096889619,268.75473369898300
423152884098,136.97159371721500
423153884656,251.29604119861200
423160878446,307.80326485443100
423184882752,368.03172251786800
423194885000,267.9538658612730
423198884256,233.50983180335100
423199894188,236.27225187467700
423203905648,515.1358278832540
423215894553,254.357361759571
423230903102,256.4823226733800
423368839294,132.9605658059290
423376879571,279.94091089869300
423440880007,301.32352452854200
423484879098,349.9797600204730
423550878881,305.66350152771300
423554838919,157.06122383918300
423642903370,358.4531178418870
423701905891,230.18287029493100
423760891092,175.7977031557730
423786879892,279.31504342116400
423795878846,222.69761185752400
423807904325,292.35901757317800
423833882798,113.05862368576000
423862878695,218.05397725401200
423867904001,332.974206529148
423868903721,285.12383536307800
423870905005,303.6075679662700
423891905412,302.56105629629500
423898901171,178.96266877233900
423899905358,288.7687931887960
423933905161,292.8781608426070
423935905218,100.3470130694240
423937906143,268.2216567329010
423940904199,275.4301275582820
423945896111,619.8512391125370
423965903213,344.0044999332480
423975904780,236.90773673958900
423975904897,186.25740342777900
423989838088,237.25725592212300
424022878939,535.0991570588810
424048847354,537.8160659431500
424054848227,274.02001105657600
424075840416,271.24341083944900
424097904183,246.7819274314930
424099903397,292.40216013189200
424099904674,280.8594001143220
424100904045,381.2450422017910
424104904784,291.2687964205960
424106878805,304.3969189738480
424112904979,281.81214842862600
424125846899,231.81164038841400
424132907127,252.8122400239990
424148847924,309.9405903837820
424154905471,163.90070559587400
424165902825,397.9680468951210
424184879685,675.2508497749640
424186879165,342.0611415827380
424236847386,522.0716426070950
424339848081,475.6244604601950
424340879242,219.20300663012900
424341879777,303.158126286868
424355878790,290.7636907720580
424375906832,204.66866244040400
424384902879,344.1056586490630
424397903876,242.06903076836800
424407846557,232.49202106785800
424426908211,208.7908811829820
424430906593,279.938823792791
424432907568,301.37662080146500
424465906993,117.06132910168700
424477833057,505.10542192243300
424485848043,366.5011436506010
424487904204,321.34525431626600
424502903490,231.12265745185500
424505885194,240.72857836573200
424576900927,271.10329672246700
424593847183,565.5589062841060
424619904175,280.2228021018700
424663903143,171.51312216829800
424663904268,210.56792814197400
424714904601,237.6584947271570
424737905905,340.6491434603190
424750908283,355.6778108740930
424779885230,218.17767761876000
424891898802,289.99976192947200
424940838000,285.5262845157490
424961809183,603.8370678851000
424979904208,278.68389562208000
424980904318,286.43041718741500
425014904430,314.08888540041
425015908711,250.09681991884700
425075904846,876.5368321216700
425077906171,229.11929769194300
425098890010,234.12839164984200
425207847897,269.5384284078320
425243907130,282.3040654062060
425258914039,447.4901470737480
425291846894,450.437644149745
425305907420,201.77620529154900
425309882602,287.0285628086120
425315838085,156.11840460640700
425320910418,245.40904547126400
425321847033,263.2429988852260
425324846552,193.80719797001500
425341909908,661.4132126576140
425379907695,822.3972984499730
425408846651,124.98060017501100
425409893657,175.0362071267560
425410885410,147.2854262269100
425419910693,184.94948468855400
425455909103,492.5295193180110
425456898677,218.28487692050900
425480884585,1040.7669858376500
425480909381,272.73759565508500
425481900775,526.9074465915630
425502883927,267.44351534945500
425573898656,280.8803444180580
425643882570,191.6056665538960
425726877337,148.92663377266900
425750907714,701.7692743509090
425759940527,793.4011411833760
425771846082,338.7446166911020
425847837619,262.43054776688300
425867846919,184.18804564204300
425891838765,176.35672944002300
425891911907,438.19549909169200
425953877116,199.72476180743300
425991838371,201.4692204724180
426077909154,221.1681813581760
426196821761,233.5123143499440
426288881190,247.23184773187600
426349879207,277.6145041964390
426394882541,288.85898873840900
426422895136,299.9006124852780
426449843312,304.4498287896980
426477892004,533.8174363788530
426493839104,357.14145706553200
426494881594,251.6930327197780
426500879250,247.2940418660690
426546882417,262.69594166034000
426572910020,629.6160471188420
426717881523,416.92196428946700
426734880850,416.7686719347340
426789842900,304.0232833591850
426801881093,284.1065529748710
426844894709,308.5108443456150
426867895980,499.489228750171
426908817542,1544.8358215812000
426919881420,185.4726167215220
426934833901,262.1130068292270
427023885231,932.088424365697
427030841893,293.3738793780950
427042881178,398.73087599490800
427049843014,312.0911671374150
427062838050,276.00002216379100
427079894278,162.3726293002140
427091897096,327.1902866171500
427180819079,592.2344427451880
427187838123,435.6909366736280
427189841986,695.5064488608820
427216845104,1408.6375275860500
427277843390,153.22274691794300
427304843098,383.3665312640670
427310842857,258.14368576441300
427388876700,277.45575954042100
427518839811,384.05184160384600
427613832811,191.06016156198000
427619885192,290.69553393219900
427638842210,311.34013725137000
427638844868,423.8216305624790
427669817533,1059.2835863477900
427699837447,207.62012474527600
427727844775,560.4420341268680
427732822766,212.16138351184800
427739842576,403.0412220983100
427754842294,343.2924294770380
427766819555,863.8707114828380
427802832238,109.67600652337100
427817876548,263.46469841856300
427826840741,171.63923698409600
427862839606,180.21966755064600
427928890514,230.22319387407400
427957806470,564.7969653417660
427978844472,1073.8372272708500
428005845114,308.46525217083800
428017845306,258.6416941505010
428073890506,293.6353807855480
428115806187,527.8520163378580
428215819099,768.6970733251520
428297846128,510.3087717500760
428305818336,837.9340353705870
428415844138,350.76423523994400
428455896654,266.49196958159400
428511895681,301.37544926099000
428645834929,247.68996331230000
428688882432,189.396115321147
428693878790,235.53058186723200
428703881247,261.2446854953560
428751936958,838.9275087931620
428768935857,293.5131159973400
428776840097,190.39206525567200
428798844388,1280.9142639621400
428842838190,153.8205741783510
428988935463,373.56147046130900
429086893371,218.5713444261990
429121837780,210.653826578601
429154815473,1305.7672262443400
429165937144,220.97049286804500
429372877474,189.6616688459720
429414818655,273.0437949354220
429421877896,289.1129903530300
429426844878,673.3965337315290
429438936487,211.05719946190200
429441807163,186.54662543761900
429460936211,429.6839656279700
429646885466,212.42994996563000
429794877233,243.68465024724500
429814935840,370.8868613415620
429869888178,320.8176908817410
430002885228,245.57383573189400
430046836601,233.60773169267900
430060877161,253.8132481788800
430284840776,208.93960412129300
430403822095,253.13894283363900
430453934152,679.2470458295360
430454843344,259.8192887103530
430486877047,159.1137980358550
430565896052,277.6271259444570
430694877293,257.9586211265420
430810832910,442.9662567299770
430894888242,190.86487975738800
431057882408,435.38726022813300
431075881754,232.88732327676100
431099892038,291.6814979629680
431138807802,941.4910980981070
431144888805,281.7897209136570
431161892581,296.16764111486900
431188831670,507.7404363507390
431297877644,152.39623432624400
431327878385,1143.3277800371000
431333881841,253.32959216193000
431361833244,735.2385476730700
431364878161,327.9974220894970
431369882520,181.42636987546900
431389894464,174.63555426716200
431391831285,507.7404363507390
431399891245,222.32075627081500
431460882308,259.4874718030810
431545901553,112.55682618371200
431579900174,663.1302548224860
431616831000,502.37745988243000
431764876644,260.2765538916100
431840812455,1127.1299403480100
431908842284,127.62786063177300
431921877472,177.96732176751600
431958895769,231.8686187980400
431964900571,287.51681834903700
431976846851,1446.1637355629600
431977825251,445.2176531044800
431982899274,172.2147635903110
432090842023,176.2723329135360
432344845561,220.57537911919200
432397845375,268.76376674609900
432471933576,150.83520426863900
432504808098,315.67735332072800
432610843398,215.71880590538800
432634847225,473.82853159623100
432686890497,245.70917345164700
432955893131,142.49174884569700
433038844123,185.90653364343000
433167829349,761.8920608790870
433272828499,312.6666615376170
433372828774,319.3011556820530
433389828284,126.31424955013200
433406898774,145.6387181052300
433416817656,909.1432598766420
433462830592,414.9124572823240
433470830245,474.47328763470200
433590843691,470.8016837550710
433644830167,338.051220037333
433648818518,418.74304703712700
433663876545,267.15488331080600
433727877656,363.4715003284970
433791830879,202.13560901421500
433796895527,301.24651209045400
433823836698,399.45159173433100
433907818920,292.2508534558690
433934878492,402.68229842630100
433951888750,314.7825040942590
434174913458,354.288872673541
434199912814,243.843759535197
434260895269,360.16252856217700
434304840646,297.7178314462660
434433880130,143.1371032201460
434446830172,149.95051546602200
434466840551,303.9746373259600
434485876092,225.3589142063030
434507821014,253.7222645337180
434548876160,188.00402688173400
434586840790,222.7452950104780
434635840311,351.6869066504410
434776877235,149.29438254074600
434777880088,210.53745321173100
434818828333,1280.9188480622600
434882828030,749.4240143353140
434961876071,308.51023583847500
435032876203,225.7820227965960
435092821271,262.5716716590300
435145813926,733.95363129133
435187876009,143.36463741166300
435244831835,425.9205784472930
435248813652,531.046298893062
435291820991,512.2607320805190
435377831924,213.2212716862310
435381831652,142.49787549362000
435466831704,138.32667157382400
435507814118,752.1663788408220
435563815258,1280.854979175920
435702888055,243.5585612742920
435707813885,589.7341069450240
435763833346,1403.4874037166500
435913921242,520.6462139999920
435964833397,216.63389457570300
435994910894,378.791610506106
436027832362,511.42001075157400
436055820697,263.03092839912500
436077833259,477.43676625874700
436093841101,184.39947838257900
436133832121,401.92900164126300
436227833558,307.1763122095180
436248831065,128.0857461495020
436262877251,143.33049764385700
436317832394,447.5542725519170
436324833365,454.8717864479410
436329829671,198.71583254381500
436370881455,233.93808994215000
436385881653,166.61469379421300
436391893650,299.20460827295400
436393878973,265.3663426370400
436427889016,306.4087189171380
436456889317,369.36464460142900
436460833287,298.0938882523280
436553833017,260.7280672247290
436585881245,216.12384961284100
436594880853,256.6770346665430
436600881705,248.98836120188500
436611876159,288.43829726560300
436615881558,181.137788731547
436635881473,198.4938344231240
436736877249,271.783273537677
436759833617,179.35151063167100
436815821637,236.3703789995970
436872831442,238.14400295675500
436883829693,199.11780821764400
436906910605,368.7649274016150
437003880103,368.54590880116200
437007815588,454.5011670952430
437098923293,338.09806415641800
437155829913,176.32189816452700
437220830119,599.3169482325480
437312880112,346.8985757088250
437379832124,294.05420487897600
437389830063,553.1292290921830
437506877433,115.33069011753400
437528829673,173.71682276339800
437614880116,409.63918028575200
437779832953,251.90268205543600
437783830194,810.4598390252960
437880877496,217.61346937507300
438178923402,150.66872191406600
438271885130,218.55234217347800
438339830166,271.52821357146100
438550833040,237.52292648437600
438572833175,137.78642649476700
438724830776,305.47120908103000
438732831148,350.7447190424640
438749903165,223.645696388322
438840832698,163.53697644183200
438876831832,310.86268918235200
438922887635,291.88753356080600
438968888533,127.07519830101200
439019887458,272.2522788581130
439103841839,1360.8461268341700
439207829361,474.22744406784000
439223833719,705.0449161514790
439335829570,251.80627201760200
439402877421,308.12178249317000
439524823105,375.515196260406
439721893005,704.3038840306550
439818832822,197.97773922288600
439850831316,182.28747182541700
439858919529,297.860011992224
439906831155,180.45267490692300
439940919467,219.89338765111800
439957830727,616.5859632332730
439986883137,297.89161239033300
439996883034,305.51461163153500
440001884214,272.68224469507400
440230883150,346.6445388715040
440300895123,793.3308954052270
440340884686,160.91364742381000
440363833770,311.0930021750910
440375884133,211.93511416085000
440436882949,480.20469347029700
440437831007,809.6050831772390
440455842733,202.27137065932300
440505917269,116.07808311219500
440509879873,226.95929970657100
440531918062,490.7185247379980
440551885142,180.9048485575450
440648884069,227.22227335903900
440779877280,118.35164688725500
440948917655,533.2754276583400
441078830539,731.1303689317700
441183877247,160.84575811470000
441205808213,188.73930972700400
441281894457,233.47105228407700
441405832612,204.825392047376
441502877684,222.72952078076500
441524832707,274.51765696067100
441541884154,777.2314360354430
441592876267,477.28584253894900
441593894246,522.7872309195790
441627899238,263.6447310940080
441630898770,133.09319479780700
441759833953,153.9051338021900
441795881232,351.41470679306900
441796833510,261.043605126955
441826885917,365.07542563107000
441870887265,272.7814791231010
441879886485,270.69438295312800
441913833737,233.57792440365100
441916897774,253.89155003911800
441919899013,368.0131777098540
442001841963,314.1800209029690
442094879424,367.98511264271400
442181841991,190.6058365216330
442301879765,674.9184583960060
442364884754,747.101229201696
442460874281,377.19418381102000
442470874133,280.5507104432790
442493908355,338.3152037380970
442549922843,286.2487854519030
442583883340,207.57331845526200
442625879106,261.2512701035620
442650879899,138.3310648131850
442672879459,292.45448932952600
442689908495,227.3377358302890
442703884822,182.63066884424800
442754879899,138.3310648131850
442825879176,234.09021857395400
