BUILDING.ID,pred_energy_cost_saving_CDI,pred_elec_cost_saving_CDI,pred_gas_cost_saving_CDI
432091000000.0,238.2663451480639,261.4546144222558,-23.188047434323
429122000000.0,273.70550149102667,318.3293342447404,-44.62349994112721
427863000000.0,247.06275713574848,245.48560222211884,1.5775241910540403
430285000000.0,272.1609088361845,319.24762470631026,-47.08642196107454
428843000000.0,215.2416076202088,205.96251527643275,9.279392998562852
428777000000.0,252.0962848250827,287.6704529487768,-35.573916291222936
425992000000.0,275.39033137479566,250.4180757021827,24.972866115863987
425316000000.0,225.9631899944491,179.38312234160833,46.58053438459956
420761000000.0,0.0,0.0,0.0
420201000000.0,276.41408620036225,340.51839703612745,-64.10395227700093
420893000000.0,297.34555876554975,337.49174381991315,-40.14604406892501
423369000000.0,230.99798241771083,121.07728987678934,109.92093592573643
422943000000.0,217.1776956259278,206.599941529436,10.577971817865649
421846000000.0,262.52319814856304,277.8636334552804,-15.340204434421999
422108000000.0,326.10598414969587,313.43112666740086,12.67552108315876
423990000000.0,318.0069078415671,318.82009972118664,-0.8126062645995341
423555000000.0,236.1662528285109,172.6533541325576,63.51333605761532
421678000000.0,296.3807392188486,281.10796653051,15.273324493478981
422280000000.0,219.25840342158216,127.39982625905162,91.8588823271788
