BUILDING.ID,pred_gas_cost_saving_ACOPT
370244899060,-29.50371807729522
378702892165,-330.205789012566
379072892713,-1581.276465072233
379328891539,-1113.6519435837054
381005916882,58.84842208278902
381639900770,-157.05642625332356
381980890380,-400.61941378243677
382479888785,64.06946388108308
383377902547,34.129391190485165
383508891239,-23.052116972319016
389347907548,9.692763427121674
392323906596,-79.71224436031613
394040910048,-1404.716965220105
395154885837,104.48327649187372
403510882745,-115.37062018520865
416331879648,30.41050658131839
419580823238,-33.420539115406704
420463899029,29.292600490410212
420742839524,67.59575703007172
420991900560,108.67913861395596
427427868956,75.19689473991802
430216836027,80.99152024285408
430831838865,14.123836103111854
431756832236,36.16906759395975
432026832144,67.99193401160021
432940813909,-645.0402614547666
436274875405,77.16476012015735
437292895970,-505.03475152354537
438112897550,-2.8746625745707313
441384807466,52.079993236074365
444128896966,-135.1054259505385
444996805746,119.66097427047184
445467889073,94.1303488993541
445669895262,-397.7563462521444
446679807826,64.01219738505036
447757849048,120.27214843410573
447978849777,-181.25274499787312
449399891254,-395.7051908911177
453801830600,97.7849491751969
456558845309,73.572969219325
457359858295,-31.902620559174107
457906859706,-866.6582900281979
462016818420,133.42143509904807
463310858794,-56.82572153825761
466703917206,219.48867676678654
467409736593,76.86028715911397
467890843439,-89.06943651833723
467913749199,49.89638360956819
468187843022,84.1923782900373
469318858071,135.6016898733166
470261841733,41.769237184749194
472938826717,49.60101961746198
473600855935,100.54755064912372
475660789684,-13.44339778286402
478019842830,13.462886955864958
478669911672,88.04742484202184
481352834057,-191.2819820155033
483517835306,-24.69599182024317
484712839477,-97.61562107644973
484827838704,-81.77552534438674
484909831704,-185.95692857669323
485012837905,-16.033356591045912
485167839050,-229.83561277652
485840833736,-27.287429542545222
486962839399,-9.397396538312652
489357839995,52.19679843986169
490498863361,112.45850223884742
492934866245,80.61181833057677
493537867216,132.54863459888332
494218850770,-615.877081272754
506565864343,142.71940442936685
999000000128,44.100579152324656
999000000286,-754.5262448181666
999000000291,-402.936947975246
999000000327,-446.58899889719726
999000000378,-333.0069099992049
999000000444,-1377.7021931302863
379592888001,8949.129990878617
380388902613,1285.9587934253175
381320910314,183.5279748896388
381330910169,233.89211245784952
381339909702,489.02125276616783
381840910625,146.7831537949396
382166909827,244.1451315324548
382270908470,1820.8046886384066
382281907913,671.0040466115347
382683907950,466.5085104706408
382822907508,249.90718775264506
383603911046,714.1539799958739
384512909578,381.3117818204934
386607907896,318.61093124964594
405711881767,892.383969723908
412548894732,286.08757882762524
420442879452,18163.692472633706
425370889227,237.7655820654809
425548839070,859.3370612330923
426607843742,11270.056991848061
426738838446,465.1043308562606
427094835618,11288.457468429577
428158835557,428.86632298731115
429751923699,448.0448135499661
435172844277,10097.292206600961
435226843421,14062.714264567345
435482845065,11377.464825635385
435518844653,11574.95419000234
435955844002,14138.772195099551
436323844287,19761.376044811328
436341842530,15480.404413427284
442593910721,-6.058138495255145
442871910523,-75.8710915252794
447446829420,875.0905238851019
447533873733,302.2838395640021
447737802508,1297.5190289225995
450696884785,782.3727238789835
452171872920,14312.22689505729
454615845120,9700.365176351472
455197870572,393.44004910732855
460902830465,1003.7522853791966
469241756568,255.67494922523053
472597746219,0.6003519874724355
474401845417,353.2018028995604
478641843437,1029.5790331753426
478907841613,566.808886419643
481217850636,125.4159363070326
481985840971,10964.903712148338
482022839527,13244.446108559174
482117741297,-10.258342957069374
482355839896,8855.885374986985
482388842442,213.46439528784552
482490840118,18645.024683762822
482677840429,17072.65556533862
482791836625,9801.250845611323
483130840965,18724.710046540662
483672841146,38068.378996515814
483765841835,13451.721817067026
483789840364,21559.596084643148
484289840584,12113.720843376057
484411841271,18309.450639916697
484837841207,13624.005882998052
484947840722,24270.62370453193
484957841994,25977.174673407484
485091841660,35159.82501904079
485867866238,449.54094973955904
486086843605,15179.296517578521
487566840364,0.0
488403841800,14266.253440996441
490080842381,9723.537541188694
493190847369,388.1504837692456
508239854278,434.26693883991095
617,340.2970250883692
3626,519.6105180088798
5817,294.13167357816604
6228,458.4923512020141
6522,297.89195169566455
6534,300.137643740278
7903,281.16962209293285
10353,330.06514857692537
10713,382.24816899738323
11526,278.5452052050342
12831,417.2791263654408
12985,285.55091176984484
15794,372.33811671695713
20589,246.83663657105126
21780,377.0037948845936
112217100365,263.0127203214931
112217100367,281.9596079502975
112217100381,229.02507351254562
112217100445,269.59937204106535
112217100465,242.4721559625505
112217100466,424.93775533746214
112217100468,266.898571095918
112217100489,236.6594306467281
112217100492,318.2310928884618
112217100498,371.81994003294704
112217100503,269.9667039954263
112217100519,327.4672365658041
112217100523,371.75285909322946
112217100524,398.2179254840422
112217100614,315.3268203249779
112217100622,345.4337447895954
112217100625,580.292375460489
112217100628,341.23390942193083
112217100629,467.66615860853386
112217100636,404.72215705026883
112217100639,508.9588178120506
112217100666,-127.95192369848252
112217100668,427.57886264333985
112217100678,50.848664801438765
112217100680,519.9019890328316
366050904621,220.82114224033882
370640881622,339.4036549865422
371094881812,426.368398069228
373224893625,176.7074147945814
376346890898,323.18616791690044
377158890270,325.24533307787937
377628890108,331.0559963053094
377659890046,306.5257849280613
377659890356,328.68110551445926
377844893247,238.31366826889737
378043893046,212.17197158233273
378329885872,335.5219621274482
378545899428,388.51846131804217
378594902311,236.82037064615574
378625900138,249.96885998458595
378702902344,192.3035890760037
378732898794,144.03118225037133
378898903149,310.72916970744365
378980902803,286.82843003502353
378994894882,258.347782416843
379005902304,216.76249905230188
379059902300,232.7564064239643
379109895156,248.88676800321534
379162902738,311.8435987498468
379184902168,173.47327247941675
379274902737,301.6138309857019
379389902171,163.6526954258376
379468902294,283.081541806643
379573893820,442.75488991586457
379593914399,429.00041290288624
379848887189,387.40175419793553
379854902736,275.82153178491825
379943889810,458.65245757168543
380240903104,393.33006479275156
380398904787,403.09811617276927
380629905001,449.7610645023522
380731886095,530.995990553931
380858886543,228.31835839794113
381270905897,327.65210277910006
381365917425,270.7158089644094
381424892852,569.2815613051451
381473896894,256.2861646789272
381571916049,158.42035109871398
381775898805,321.1869951761607
381874892447,238.1028823691675
381908898782,270.4251261521604
381932916205,289.18082754544184
382038898986,337.3054276059328
382233889755,476.9732206958636
382289896531,258.9676701675866
382386906689,82.74967700561818
382637907242,419.964667618306
382681906783,463.4310092015033
382723893104,524.0551785922672
382743906275,523.2939069274234
382815905818,75.66605716924558
382845914013,252.1893475037351
382898893584,386.75465726288
382934897106,300.5387174735752
382940906762,185.89219380250228
382959906334,388.4521861711295
383134893028,289.85446452798254
383173903243,287.55930050052206
383174893301,271.32152108785215
383226890204,634.0665555613903
383251905340,318.54625680983935
