BUILDING.ID,pred_elec_cost_saving_CDI
450755000000.0,340.337764818229
450618000000.0,154.9893482220950
447598000000.0,261.4095994077290
449312000000.0,315.5192704071740
447810000000.0,281.74824378457100
448556000000.0,328.7540751588900
447645000000.0,336.2544147400580
448058000000.0,271.03156170478600
450789000000.0,342.1819560220030
450203000000.0,260.87080922759900
455116000000.0,285.94425147940000
452391000000.0,273.95783036630700
425457000000.0,298.9148991698050
417570000000.0,91.40833932927320
419715000000.0,167.25938231046800
414973000000.0,23.188590216949500
417979000000.0,217.11802934961600
417963000000.0,255.06617354562200
415269000000.0,191.8343183061990
414900000000.0,194.99453098803300
422174000000.0,302.85757418002000
423761000000.0,271.9455148587330
421084000000.0,291.1961508100250
427080000000.0,163.31570185864800
429087000000.0,372.5467914675380
427929000000.0,259.02471515511900
425411000000.0,151.12161149898100
422606000000.0,332.63223100031500
430895000000.0,264.78695241073400
429647000000.0,304.6724467147400
426920000000.0,223.95307908608200
428689000000.0,299.6117469270830
423834000000.0,106.27750861934700
423153000000.0,133.95581474467100
399269000000.0,170.53792241143400
410034000000.0,205.69542159184500
399760000000.0,123.17119503353900
406495000000.0,225.75564216815400
411990000000.0,688.1055687686350
383291000000.0,134.28050930763800
389636000000.0,160.99089308356100
389244000000.0,115.20454628572300
387828000000.0,249.0586076131170
387073000000.0,360.3279854390250
379185000000.0,267.3885974186510
379390000000.0,263.15642729215700
378703000000.0,288.13474316761500
378733000000.0,0.0
388331000000.0,292.8449831847890
383532000000.0,256.74022779263400
373225000000.0,336.53912327091400
378044000000.0,465.990571876261
389504000000.0,346.02736815428100
406263000000.0,215.9344447575280
401185000000.0,106.88470279436400
398505000000.0,141.03701573355100
398840000000.0,66.28523772875310
398713000000.0,275.9088726005390
399688000000.0,161.18809306084400
398472000000.0,227.45620532229900
403899000000.0,268.59026853490000
404179000000.0,314.4117025455050
431922000000.0,249.77782889085800
431298000000.0,178.93020331901500
429795000000.0,289.6600213713890
430487000000.0,215.23177201189800
429373000000.0,218.98238716438300
425954000000.0,246.30957236427800
422942000000.0,0.0
423796000000.0,252.22466950564500
423863000000.0,310.90525160074600
424341000000.0,333.1726829050740
425727000000.0,174.74373713537600
417754000000.0,390.5621823976380
451885000000.0,352.83020696254300
447818000000.0,296.3995251973450
449748000000.0,530.0572918889600
449805000000.0,377.84818264867200
450882000000.0,320.0468939816860
442651000000.0,146.3892708057810
442755000000.0,138.15760259440200
445517000000.0,170.817429833388
441503000000.0,282.7233456287760
437507000000.0,126.67519189081500
437881000000.0,261.6832442553970
440780000000.0,105.78059863289800
436263000000.0,157.17410908045200
441184000000.0,190.3358030175760
434777000000.0,166.50770546496600
450394000000.0,404.99962416655900
450498000000.0,240.27634654212600
450133000000.0,-118.04414394196700
449135000000.0,117.6495376144600
434549000000.0,276.5768835553420
435188000000.0,156.72041929131400
504861000000.0,160.27499653844600
494663000000.0,276.7828598977150
475206000000.0,236.5546145642910
471252000000.0,193.13042080487800
472257000000.0,314.2200609938620
464750000000.0,278.06737445346100
463974000000.0,250.9755529897500
461080000000.0,270.592371391112
456520000000.0,218.91760816390300
455605000000.0,342.6311838083670
455927000000.0,130.9359069745010
454607000000.0,235.96167015814700
456138000000.0,334.72153595993300
455621000000.0,0.0
458695000000.0,306.96499857011300
457886000000.0,156.34889155399100
457945000000.0,-21679.291960952300
467741000000.0,238.51372053966500
466610000000.0,319.38452472672700
464154000000.0,278.5821361082380
470607000000.0,207.66021202949500
468882000000.0,317.3007949428520
466526000000.0,260.76099842346200
468497000000.0,302.19185754134900
467510000000.0,373.930327507529
467485000000.0,278.8986105111590
461216000000.0,290.4078130410730
465323000000.0,314.9339914590620
465761000000.0,246.40983232791800
474632000000.0,214.79073445982200
471194000000.0,41.21821808166340
459703000000.0,202.5552152176740
457792000000.0,342.75083602420300
462437000000.0,278.2298272141470
472184000000.0,144.7039312054370
457279000000.0,157.94696694833900
453066000000.0,202.97934459367500
449468000000.0,306.2410420271660
451952000000.0,196.76025108502800
478819000000.0,218.37275062403900
479637000000.0,335.4559278522300
481094000000.0,229.5515200306060
500665000000.0,301.5149496541140
509294000000.0,278.7283099653390
507501000000.0,661.810444646242
495690000000.0,285.97970922312700
491536000000.0,344.2916903353230
490551000000.0,211.10155401303600
492026000000.0,437.1616549563120
494261000000.0,135.6057035544150
484963000000.0,463.4985872252760
481333000000.0,37.839731495055800
480654000000.0,245.90654842651900
477970000000.0,238.91261240646300
477309000000.0,166.59490613521800
475763000000.0,1494.788092170040
476464000000.0,261.67961999633300
478644000000.0,294.7984232047950
478704000000.0,223.36952244276400
480454000000.0,99.095008943653
480700000000.0,392.48502545860000
480666000000.0,169.7328294777160
476557000000.0,209.59810815291900
477686000000.0,-603.0794724229010
475985000000.0,0.0
476176000000.0,229.09565297717700
479882000000.0,341.23609225354500
458491000000.0,127.23117621396300
474406000000.0,337.5884819315720
475042000000.0,117.8729485585670
472822000000.0,303.58196485500100
471519000000.0,177.2101070862660
470995000000.0,341.54442245199200
468511000000.0,148.1496306244280
466354000000.0,231.9331247208150
465811000000.0,53.237791931398400
466471000000.0,286.3125736868960
466832000000.0,497.9572001723220
468856000000.0,334.12697155270400
469108000000.0,279.7675614386700
469269000000.0,314.58195452264800
470244000000.0,370.81519112690800
470476000000.0,894.7694235967610
469061000000.0,60.20077030347330
470982000000.0,70.30315080044060
470898000000.0,174.6447405566220
473029000000.0,400.074713773754
472640000000.0,180.10045369889000
473093000000.0,213.98228334015600
472660000000.0,208.3312355300040
471133000000.0,162.21259849224100
471765000000.0,246.7039309187160
474326000000.0,341.983690662917
471421000000.0,326.4326139138160
470236000000.0,224.6924972653880
470257000000.0,180.2118057587380
469116000000.0,133.51906079597900
468365000000.0,160.20811340286800
467316000000.0,297.9387247577720
467366000000.0,303.38024643409700
467364000000.0,290.4010338580570
467052000000.0,1570.8642682113400
464427000000.0,162.30391063897900
463795000000.0,-43.5104005023817
468163000000.0,368.86387254758000
473632000000.0,260.77668175216100
473784000000.0,291.0465736984640
473704000000.0,301.6421255501230
474244000000.0,167.1765255886080
449028000000.0,167.98087482754200
443719000000.0,323.37250255369700
444901000000.0,89.56568243984550
443893000000.0,320.4169801379120
445019000000.0,321.288160013745
446998000000.0,341.73970097970400
456092000000.0,329.05164693019000
456439000000.0,344.21825912300400
455425000000.0,340.479540842824
456610000000.0,344.46693536305900
456602000000.0,330.4365678313520
446040000000.0,286.3298824347530
447012000000.0,282.07911188151700
445735000000.0,336.7553711608410
445748000000.0,0.0
446718000000.0,269.4173646235160
450189000000.0,275.1379031490800
455028000000.0,156.6080358155780
462918000000.0,328.66457691341200
463026000000.0,303.18983930500000
463793000000.0,249.17183999452100
453820000000.0,257.86546652589500
475429000000.0,213.54055747381700
467111000000.0,339.5003994895970
467661000000.0,44.22516835594640
474254000000.0,319.9022745472770
473655000000.0,0.0
476881000000.0,429.01902121579200
481728000000.0,372.2338667836030
471481000000.0,-238.2972112577810
468637000000.0,73.43828043799660
473025000000.0,166.73182961139700
478513000000.0,267.94649478358900
457073000000.0,164.99856700021900
475843000000.0,339.53414197161900
481169000000.0,298.2118396801140
477402000000.0,129.08506521964500
488788000000.0,375.79333304307200
491164000000.0,373.03161251706700
421292000000.0,195.0631043912890
401515000000.0,232.23200854706400
419589000000.0,181.73747045591900
419662000000.0,0.0
421092000000.0,226.9523622524350
420625000000.0,320.8076880727300
420719000000.0,329.2220532687920
421595000000.0,310.08520575069600
421312000000.0,330.2105887988930
421876000000.0,312.7147817719990
417448000000.0,330.8948159214450
420733000000.0,331.9696342569310
425325000000.0,306.1251158179140
425409000000.0,124.59837580316400
425868000000.0,243.5697428005840
427278000000.0,176.81314730615000
427827000000.0,236.60867185186600
432345000000.0,345.9168042633100
432611000000.0,332.5287600163530
433039000000.0,270.0730473747340
431909000000.0,132.9957832498950
432091000000.0,261.4546144222560
429122000000.0,318.3293342447400
427863000000.0,245.48560222211900
430285000000.0,319.24762470631000
428843000000.0,205.96251527643300
428777000000.0,287.67045294877700
425992000000.0,250.41807570218300
425316000000.0,179.38312234160800
420761000000.0,0.0
420201000000.0,340.51839703612700
420893000000.0,337.4917438199130
423369000000.0,121.07728987678900
422943000000.0,206.599941529436
421846000000.0,277.8636334552800
422108000000.0,313.4311266674010
423990000000.0,318.82009972118700
423555000000.0,172.6533541325580
421678000000.0,281.10796653051000
422280000000.0,127.39982625905200
420868000000.0,200.09675698222400
427700000000.0,317.56380324771800
436094000000.0,244.56677966514100
440456000000.0,303.28760429173100
443314000000.0,241.32944738382100
442182000000.0,283.2662958384370
441760000000.0,192.99685095931200
435965000000.0,289.2490152979360
436760000000.0,269.9301783871970
439907000000.0,230.52956728759300
438841000000.0,177.0227001773690
438573000000.0,146.61149017293300
441406000000.0,296.2968571015490
439819000000.0,298.0133226292030
428646000000.0,330.929005583634
427803000000.0,106.47441933625900
427614000000.0,272.0760775612920
435378000000.0,341.9556178147650
436134000000.0,480.74769980989800
435382000000.0,185.34036339050800
435467000000.0,175.13279244014500
433792000000.0,262.94313801501100
434447000000.0,143.916888073186
436249000000.0,139.2482220228270
437156000000.0,265.0466746867150
436884000000.0,286.4551241914490
433390000000.0,119.09947831779200
427733000000.0,247.57047507148900
420966000000.0,313.5731617447970
436056000000.0,332.49001493676400
429442000000.0,272.6627992182210
441206000000.0,292.35918133771400
470667000000.0,162.42750708332800
468225000000.0,268.4305620119440
468017000000.0,611.5719776784310
478312000000.0,192.34776629472600
473166000000.0,0.0
472527000000.0,299.57736648131800
385213000000.0,354.47393217017000
429415000000.0,-104.39324743327700
439941000000.0,276.59016930287700
449487000000.0,298.3067110908440
475790000000.0,318.1659372871500
402258000000.0,551.1119953191700
479484000000.0,151.21237038575500
440376000000.0,241.7778100071800
440649000000.0,327.4163181222260
