BUILDING.ID,pred_energy_cost_saving_CDI
389348000000.0,8308.149024909510
438113000000.0,7885.258488880610
420464000000.0,9386.18222493488
381640000000.0,47174.34998166510
383509000000.0,22643.530328982400
403511000000.0,39590.97358871680
457360000000.0,16097.312176471800
486963000000.0,5310.419506424500
484828000000.0,0.0
485013000000.0,7474.500409969950
485168000000.0,68844.52119104740
483518000000.0,21214.17890309180
478020000000.0,5636.27611768366
467891000000.0,32554.709579828400
485841000000.0,9983.756277434520
430832000000.0,17992.588893637000
430217000000.0,12657.234890950200
477466000000.0,336242.5959447410
420885000000.0,220162.0365343190
404738000000.0,369456.3633674070
382282000000.0,391387.69711849900
382271000000.0,995758.3832248160
382167000000.0,204104.04923448100
378417000000.0,213037.42867229700
389704000000.0,820828.5097697870
390575000000.0,906512.9993240310
384513000000.0,245396.51824002100
386608000000.0,125943.4752866260
382684000000.0,273063.76345245100
382823000000.0,205706.26702664300
442594000000.0,95610.13801750030
450697000000.0,421385.5498272260
423196000000.0,259943.565228544
422186000000.0,356113.4193654310
426220000000.0,297152.39658246700
420512000000.0,250653.38331201700
412549000000.0,0.0
382858000000.0,232132.33359482200
382567000000.0,258339.8764545640
382544000000.0,220863.46962995900
382115000000.0,198606.63149792200
397871000000.0,302980.4109603800
405712000000.0,493938.5995620690
421855000000.0,349068.08181221500
447534000000.0,199117.1144568510
485868000000.0,239712.88996690700
461544000000.0,209494.32424657800
475489000000.0,72647.72475584930
493191000000.0,231297.26265795700
489881000000.0,136784.68477216700
490959000000.0,1597237.2116008200
492141000000.0,1904946.8279774700
484895000000.0,447715.81344220300
484465000000.0,666894.8243132050
487567000000.0,0.0
482353000000.0,185462.97551327200
483925000000.0,99790.0165215681
484210000000.0,214476.0733324110
475821000000.0,583941.4906118890
476715000000.0,194978.87348717200
482389000000.0,158383.85981263200
476000000000.0,211564.7906372520
478908000000.0,335604.00536368600
457985000000.0,291579.7490610790
474402000000.0,192847.98899533400
467473000000.0,270105.44228915100
467051000000.0,262728.97377195400
456347000000.0,202729.77977700800
450886000000.0,854138.4117439850
476699000000.0,656356.3947440980
460903000000.0,536668.043690714
447447000000.0,475928.11212866400
486683000000.0,133093.4542724960
427635000000.0,208125.853659494
428159000000.0,226206.11059593500
427797000000.0,251140.53193630400
435121000000.0,494552.2195243560
441968000000.0,378596.5146769430
441667000000.0,242752.84990384700
469242000000.0,213872.17458638700
482118000000.0,78284.86853803310
472598000000.0,40170.22652586700
508240000000.0,259352.00483640000
442687000000.0,401799.2471224270
442872000000.0,62194.28890498340
564877000000.0,226520.28327858900
380717000000.0,359694.06387571600
474609000000.0,433.4064126187940
474881000000.0,222.16081952575500
476742000000.0,256.2853702652860
465468000000.0,234.85957724214000
470384000000.0,308.42024303756800
438179000000.0,299.07026915795500
440506000000.0,228.65171270237300
434200000000.0,359.5666353025450
430454000000.0,860.463061379335
432472000000.0,227.86153878832000
429439000000.0,307.791595246455
429166000000.0,298.65987253252300
412482000000.0,269.9123090222160
411630000000.0,280.2039867298390
410816000000.0,224.39939315429800
381572000000.0,377.0308666806920
383625000000.0,270.1196395403380
382387000000.0,206.50756508488800
382941000000.0,326.9233726748900
382816000000.0,210.7828438571220
400142000000.0,228.5458998809150
399052000000.0,309.73606515995700
399204000000.0,279.6986121606550
400196000000.0,369.97254767931400
395979000000.0,344.61835559520400
394742000000.0,282.92616075677600
396799000000.0,287.4317832866850
419072000000.0,344.60134251048300
419371000000.0,0.0
421791000000.0,314.9458828788760
420780000000.0,366.51030841579300
420902000000.0,352.7660177449030
420517000000.0,284.874739872519
422504000000.0,347.3365113454000
425420000000.0,0.0
425306000000.0,307.25435050883800
426078000000.0,327.406415131788
423899000000.0,315.27722663140500
424664000000.0,310.00531717924700
423030000000.0,272.4591992693530
424503000000.0,307.77128442143900
424398000000.0,0.0
423936000000.0,0.0
423976000000.0,328.84300770446100
424155000000.0,290.81922997423200
424376000000.0,287.42977734779100
424427000000.0,329.31441744278700
424466000000.0,235.51671135426900
431546000000.0,245.40836475830700
431983000000.0,273.5433775257630
441631000000.0,259.1623485612600
444596000000.0,362.7502199427100
433407000000.0,207.04146202494000
443911000000.0,253.6763540643960
444646000000.0,0.0
450182000000.0,299.8960306714770
432956000000.0,178.25544494240800
438969000000.0,231.17015943907600
443627000000.0,277.23051406871400
444013000000.0,250.03341359071800
444926000000.0,699.1529016417810
438272000000.0,292.0834722328070
431370000000.0,264.38895729588700
436616000000.0,241.48087115923000
434434000000.0,212.3848554950540
434778000000.0,293.79462116367000
437004000000.0,485.7128518867420
436636000000.0,264.7035090521810
436601000000.0,335.56574011670500
436586000000.0,283.2319682412970
436386000000.0,240.39092343455600
440552000000.0,263.14393376352100
442704000000.0,254.55628372081000
442944000000.0,257.5262513481920
442857000000.0,314.4945662675930
444250000000.0,578.8412722401320
442584000000.0,255.58804353455500
446020000000.0,248.90520340931800
448605000000.0,253.53578797314100
450755000000.0,240.204368195016
450618000000.0,163.47309996639700
447598000000.0,286.6244537834050
449312000000.0,302.4391026211150
447810000000.0,320.929298805181
448556000000.0,379.66918746542400
447645000000.0,270.66032697141000
448058000000.0,266.7037357187850
450789000000.0,283.274095284972
450203000000.0,243.658836055615
455116000000.0,241.66394537161100
452391000000.0,280.01693887139700
425457000000.0,340.13078317372500
417570000000.0,223.79307588760100
419715000000.0,280.49970904839000
414973000000.0,280.1395949802190
417979000000.0,322.3226039633470
417963000000.0,297.7681081913810
415269000000.0,231.80629722228600
414900000000.0,321.94069353014900
422174000000.0,307.96906844482
423761000000.0,207.46137716560800
421084000000.0,295.37920853966200
427080000000.0,256.5270666806580
429087000000.0,253.29968357335900
427929000000.0,375.4350751362130
425411000000.0,236.64261035360700
422606000000.0,283.1863032766850
430895000000.0,286.6058971629100
429647000000.0,282.16767371748600
426920000000.0,243.57921428549000
428689000000.0,237.82799568672800
423834000000.0,194.94230556095700
423153000000.0,224.06953135884400
399269000000.0,262.3080518478400
410034000000.0,229.51595554527100
399760000000.0,229.33235274952200
406495000000.0,318.61500447720200
411990000000.0,734.1590324811190
383291000000.0,254.1915716452480
389636000000.0,299.5886871155620
389244000000.0,289.04811654817600
387828000000.0,312.2387998569760
387073000000.0,280.60717837932400
379185000000.0,323.4045835136190
379390000000.0,303.00940170614300
378703000000.0,356.79328678630600
378733000000.0,0.0
388331000000.0,291.9029223977780
383532000000.0,361.15511727023000
373225000000.0,264.6841873048600
378044000000.0,521.9857668865250
389504000000.0,321.9745370974620
406263000000.0,230.55004650906900
401185000000.0,232.10997540545000
398505000000.0,199.87843832219500
398840000000.0,208.47011243100300
398713000000.0,288.1994777144410
399688000000.0,235.70255942206700
398472000000.0,295.6261874989730
403899000000.0,281.0599659645030
404179000000.0,325.8362192662970
431922000000.0,246.02156926304200
431298000000.0,214.4108222141550
429795000000.0,328.0094100055330
430487000000.0,210.13517310446400
429373000000.0,267.78264564406300
425954000000.0,291.0403532211940
422942000000.0,0.0
423796000000.0,316.3120191924890
423863000000.0,297.31462986057300
424341000000.0,283.2277194768400
425727000000.0,217.3485325192730
417754000000.0,384.6648853695530
451885000000.0,338.98523845738300
447818000000.0,284.9279898122800
449748000000.0,572.4627843925280
449805000000.0,392.5410611528880
450882000000.0,300.935606614231
442651000000.0,213.17495054762100
442755000000.0,222.83229557769700
445517000000.0,271.63678478243400
441503000000.0,287.75095571287800
437507000000.0,206.2125772499950
437881000000.0,311.82152346269500
440780000000.0,208.46650822989700
436263000000.0,217.31733562275800
441184000000.0,236.37094846732300
434777000000.0,221.5639480651390
450394000000.0,448.11197319848700
450498000000.0,260.13985607839700
450133000000.0,497.72512261941300
449135000000.0,180.00699401463800
434549000000.0,245.32638847883500
435188000000.0,213.7288340859400
504861000000.0,239.65782810322600
494663000000.0,296.17180494672700
475206000000.0,257.1960251337320
471252000000.0,240.5786477393890
472257000000.0,368.1614850485880
464750000000.0,280.29352838472800
463974000000.0,204.67000527088500
461080000000.0,249.30996020956500
456520000000.0,262.01499161829600
455605000000.0,280.5109427292320
455927000000.0,233.95255426845600
454607000000.0,283.7031489753450
456138000000.0,276.37286921122100
455621000000.0,0.0
458695000000.0,296.6048357699180
457886000000.0,213.9675783922610
457945000000.0,26030.1505796496
467741000000.0,273.04865048595500
466610000000.0,278.5700706005170
464154000000.0,300.67909323805600
470607000000.0,227.96888057548100
468882000000.0,294.61531772166900
466526000000.0,313.0677274438390
468497000000.0,311.10026531812900
467510000000.0,421.6520564979920
467485000000.0,300.3820909847920
461216000000.0,265.085080843332
465323000000.0,318.3789413262010
465761000000.0,243.3135690434330
474632000000.0,382.9307510281960
471194000000.0,528.6883265833740
459703000000.0,260.0539978309780
457792000000.0,286.2426680783640
462437000000.0,281.2043049502110
472184000000.0,304.796383765174
457279000000.0,200.89636801535400
453066000000.0,239.40662421679100
449468000000.0,263.05231871919800
451952000000.0,201.82106441132200
478819000000.0,232.68961393091700
479637000000.0,295.4736841229020
481094000000.0,366.96844240008600
500665000000.0,364.0622135128650
509294000000.0,248.5910536462760
507501000000.0,730.5608311642950
495690000000.0,287.22321912915700
491536000000.0,260.5873200992240
490551000000.0,285.9373300243430
492026000000.0,426.87322253178900
494261000000.0,256.9591444495340
