BUILDING.ID,pred_energy_cost_saving_CDI
484963000000.0,452.4568942988500
481333000000.0,346.2876942835950
480654000000.0,303.67315097857600
477970000000.0,267.14368598456200
477309000000.0,180.00965334472700
475763000000.0,1408.244131395970
476464000000.0,314.0777679538790
478644000000.0,252.75346938001100
478704000000.0,293.5839374227370
480454000000.0,289.15349270746800
480700000000.0,401.1399722263330
480666000000.0,268.2402649299790
476557000000.0,279.1729484813360
477686000000.0,930.6068374592520
475985000000.0,0.0
476176000000.0,276.0020864160760
479882000000.0,348.7388168383280
458491000000.0,181.10539370438000
474406000000.0,390.2074282419150
475042000000.0,299.6511814415640
472822000000.0,315.1289949621710
471519000000.0,334.4719636867560
470995000000.0,298.40450757133200
468511000000.0,264.25926050702400
466354000000.0,263.5120867192370
465811000000.0,258.6474603947840
466471000000.0,269.1774100555420
466832000000.0,535.8100115250310
468856000000.0,313.3975010142120
469108000000.0,273.5079922716400
469269000000.0,316.01603014171500
470244000000.0,399.4478398461130
470476000000.0,944.666850050349
469061000000.0,187.18108095028300
470982000000.0,197.97794566976600
470898000000.0,230.35155071609600
473029000000.0,433.2171745669720
472640000000.0,217.05671160287500
473093000000.0,316.24606231439400
472660000000.0,299.8129206047890
471133000000.0,261.63827406181000
471765000000.0,278.1279552606520
474326000000.0,424.0978744492570
471421000000.0,322.7440407894480
470236000000.0,264.50355034178000
470257000000.0,418.24139729954200
469116000000.0,337.3431648107950
468365000000.0,252.97843939494000
467316000000.0,316.0914620987190
467366000000.0,264.4464442698080
467364000000.0,296.97585853282600
467052000000.0,1230.1165401605600
464427000000.0,212.97773160132600
463795000000.0,315.2821678056970
468163000000.0,384.2829296547550
473632000000.0,380.48633835590700
473784000000.0,283.37458250266900
473704000000.0,307.78642702865400
474244000000.0,252.04052824986100
449028000000.0,212.56626158030000
443719000000.0,269.0376025769700
444901000000.0,211.913209909973
443893000000.0,257.26151975708400
445019000000.0,286.79191668461700
446998000000.0,291.58662221041400
456092000000.0,275.1803758518310
456439000000.0,264.7178459849290
455425000000.0,267.39294078747000
456610000000.0,319.1554463145690
456602000000.0,269.9708523413110
446040000000.0,269.87001887973700
447012000000.0,250.00222637867700
445735000000.0,294.4418618153680
445748000000.0,0.0
446718000000.0,243.41860498809800
450189000000.0,247.3632573509180
455028000000.0,251.5213438854970
462918000000.0,233.17715687205300
463026000000.0,204.0622304712050
463793000000.0,262.6211944849610
453820000000.0,274.483005761187
475429000000.0,255.28014653297900
467111000000.0,219.48095569493000
467661000000.0,233.34169556956000
474254000000.0,303.3907097976610
473655000000.0,0.0
476881000000.0,430.1467679404880
481728000000.0,238.8215462300180
471481000000.0,496.4689510129190
468637000000.0,221.81405065249200
473025000000.0,323.9730229632940
478513000000.0,274.58427055130800
457073000000.0,202.80751452062400
475843000000.0,271.5742559225300
481169000000.0,293.5143156581740
477402000000.0,246.0499145484820
488788000000.0,401.1114819586120
491164000000.0,417.02316510300300
421292000000.0,242.09823049727600
401515000000.0,237.30900154100400
419589000000.0,272.32019394197700
419662000000.0,0.0
421092000000.0,244.72149873254200
420625000000.0,245.86284262400300
420719000000.0,286.2523454574720
421595000000.0,313.3651232112620
421312000000.0,256.00016077496600
421876000000.0,279.72255146900000
417448000000.0,269.07512991499400
420733000000.0,290.4415653006440
425325000000.0,247.83911121612000
425409000000.0,206.1509342887870
425868000000.0,237.18914444744600
427278000000.0,222.1184590486040
427827000000.0,230.45694385329500
432345000000.0,278.9218298254910
432611000000.0,293.9508962680000
433039000000.0,245.03422095428600
431909000000.0,203.2546329663010
432091000000.0,238.2663451480640
429122000000.0,273.70550149102700
427863000000.0,247.06275713574800
430285000000.0,272.1609088361850
428843000000.0,215.2416076202090
428777000000.0,252.0962848250830
425992000000.0,275.3903313747960
425316000000.0,225.96318999444900
420761000000.0,0.0
420201000000.0,276.41408620036200
420893000000.0,297.34555876555000
423369000000.0,230.99798241771100
422943000000.0,217.1776956259280
421846000000.0,262.52319814856300
422108000000.0,326.1059841496960
423990000000.0,318.0069078415670
423555000000.0,236.1662528285110
421678000000.0,296.3807392188490
422280000000.0,219.25840342158200
420868000000.0,293.64663075490900
427700000000.0,270.54756516490000
436094000000.0,266.4183681294460
440456000000.0,265.85085425208100
443314000000.0,319.9812398240430
442182000000.0,252.92998889505700
441760000000.0,217.37293588934600
435965000000.0,294.94130186245600
436760000000.0,241.12025134881500
439907000000.0,263.5096345728050
438841000000.0,243.8489658942670
438573000000.0,211.4350884973420
441406000000.0,290.59974370872900
439819000000.0,269.20620169248600
428646000000.0,332.4626709834250
427803000000.0,181.8207010813260
427614000000.0,248.02609144415200
435378000000.0,266.0283609438260
436134000000.0,525.7309104624110
435382000000.0,208.11193091784300
435467000000.0,205.29386237223600
433792000000.0,278.55352496190800
434447000000.0,244.37876895439100
436249000000.0,189.26979988449300
437156000000.0,231.00080320482200
436884000000.0,261.4583549588190
433390000000.0,210.5627249457290
427733000000.0,299.5034928393810
420966000000.0,308.1332688579320
436056000000.0,364.33000227222200
429442000000.0,258.9862688257000
441206000000.0,244.7927459600760
470667000000.0,256.6895528919880
468225000000.0,264.2249412171360
468017000000.0,674.9644423675440
478312000000.0,232.79368500789200
473166000000.0,0.0
472527000000.0,268.72056570403700
385213000000.0,276.8693949209710
429415000000.0,1048.4093969016000
439941000000.0,331.86479906020300
449487000000.0,291.82300562961900
475790000000.0,283.10456183282800
402258000000.0,618.8517850533460
479484000000.0,332.48609398387400
440376000000.0,302.1376880786890
440649000000.0,294.8348059131880
