BUILDING.ID,pred_energy_cost_saving_ACOPT,pred_elec_cost_saving_ACOPT,pred_gas_cost_saving_ACOPT
419171906097,579.3083587605688,297.564519534615,281.7434499270417
419172907503,695.0040010568906,347.225026268233,347.7783088234582
419178904335,649.7023120084438,308.54815230493597,341.15322244908316
419190846190,687.6485981161203,416.54078473317,271.10849111200366
419223908632,575.3294327635908,301.011960517882,274.3171923631929
419250837603,762.1153308517033,469.107543296912,293.00863231625175
419276908315,635.7157089564163,363.14924557180603,272.5667169352164
419370907251,316.4669693221747,198.689735277624,117.77774241208552
419390906146,561.1099091632341,283.303524285108,277.80591292531125
419396904071,729.4473471953246,392.90331991420305,336.54386404586523
419416906428,604.9113271892726,300.1409402999,304.76977161754866
419427908664,548.9664585311153,283.982364291247,264.9837666203456
419456907708,479.852881244385,235.05860240013698,244.79373519075898
419505908588,567.5928971653236,333.692850048338,233.90046034151402
419568905939,496.8851809465072,248.108647516978,248.7760639436
419588844344,288.8674972588379,167.63298227110099,121.2347168736747
419601844009,1282.8965705823825,808.5094521075191,474.3883866022798
419605906904,567.3772969236907,292.232986958973,275.1439451018781
419661844664,505.3127418946083,317.422061295039,187.8914319632968
419706906043,639.0660082608658,322.337201062695,316.7282579323569
419708851480,509.2942594935312,258.695379668996,250.5984850266962
419709906644,536.459302554397,281.368534865607,255.09052353211982
419714902309,276.22383214757485,170.904028171458,105.32020621275221
419753904000,826.1689726484713,414.906151779859,411.2620599459415
419763903887,776.9939273038876,362.0244383035849,414.9682246707585
419820815813,567.7379623897693,277.3569043188,290.380396226246
419835893421,544.2506487905308,271.092012570131,273.15810632797303
419848893202,593.9185697983704,292.856600993462,301.06132910652656
419855908751,778.1027729499692,431.082902002428,347.01990528391747
419958839869,473.4359338830316,264.657493513631,208.7785460430761
419964883517,1139.2399476103735,674.057856243772,465.18270212091903
419985883142,584.4087903005328,309.583794196167,274.8247843607976
420010882869,979.9251910027548,619.74614670597,360.1802503785646
420025837077,485.5070585567349,258.099460512,227.40744856537844
420055844284,1264.0058247961306,770.3240010070509,493.6827429796669
420084902076,446.56443369809915,227.995358015372,218.56875592036496
420140909364,1421.691330200309,850.461371877104,571.2306598100979
420149837843,452.47300710186965,235.33936547699298,217.13340297550224
420200837898,418.81537902818536,219.139261227693,199.67592490761984
420272876980,648.8999046583807,370.7327954561649,278.16736595660524
420296902155,581.8931806557292,316.07512897267,265.8179900597014
420308843303,487.9792869683968,244.261719690464,243.71711857333938
420317837141,618.5444688943188,341.600077172157,276.9444259418274
420321877170,527.2322310544838,295.674545178091,231.55781299726237
420333839494,644.5559243606244,365.571272121632,278.98485962074284
420340877544,930.4698983936457,540.438354740823,390.03196651435377
420342884206,704.4341216488408,343.318394441603,361.1148831774874
420352895186,550.5345700642348,296.484649769609,254.0498172044251
420444877112,575.8644792450574,319.15589028307596,256.70864850372294
420454895125,557.4220994893568,268.798004136774,288.6233755134335
420486897586,837.9234318570406,468.142473009179,369.7810509630518
420516903781,357.76098202687933,188.25969070465698,169.50115135480425
420540879743,1612.4897183279015,1115.66714842782,496.82466361826386
420592893796,586.6601073831021,285.450142170662,301.2092576178316
420606915239,640.0713608924117,302.970733811724,337.0996838515319
420624841495,388.60766486239515,199.135736730614,189.47166727595402
420632896767,585.6592859683983,305.628043372542,280.03094151363916
420641901507,684.9597196933669,335.670247258162,349.2886889218689
420655901403,505.0819060642676,251.974605802218,253.10681812646385
420718840926,411.1978245368229,222.721796414666,188.4759883379558
420719882301,629.9336170300253,360.33457823812097,269.5993001855539
420729881816,679.769616380522,393.530955043706,286.23901513102754
420732840079,415.29523908250883,225.54762984650398,189.7475805353577
420760837872,292.11596340461847,155.723104076332,136.39278871812593
420779904845,428.66236898949006,247.06679114994,181.59582175661944
420796894370,1150.909130171031,737.805186418277,413.1053532172023
420801902153,599.9999935224407,298.241052132596,301.75834195644416
420826884325,604.8117366352908,305.885122644353,298.9261125145263
420827894871,566.7083243100989,271.78454407368,294.9230181698044
420853904909,626.7045341779515,306.888931236015,319.8148841297922
420867835941,326.95427755777513,171.706190463236,155.24795402404038
420884842921,499.38432691740286,261.125774726643,238.2583123926643
420886894092,755.5603176188733,409.3947669351991,346.1654218301138
420892839078,436.7668847873092,218.652653682516,218.11383217857158
420901905080,446.41784014494834,257.2275286399,189.19056118183826
420918843288,714.7842643730493,413.54339510993,301.2412270271935
420965814701,404.5190826323853,231.416416431905,173.10286671876003
420967848821,786.0164664152783,449.444889081136,336.57185700220407
421029904356,581.5409629459435,292.539099370051,289.00135195529174
421034905304,622.371858586772,329.669983483133,292.70164483010916
421049908561,598.3108901543344,288.688248921452,309.62187064539813
421062905164,487.25219317277634,256.799072008913,230.4529275729724
421083890853,392.65703332778264,208.279078469557,184.37783172727538
421091843143,313.1296627882828,168.643033280341,144.48658691242687
421156895767,516.6979925015751,260.128348711198,256.5691968001097
421186878286,352.3983022924375,200.677045589999,151.72141989323308
421236896091,713.9176823359952,400.04025672467696,313.87755144866475
421291865990,282.502614954443,160.623464446315,121.87928307559534
421311841162,399.1662717363574,208.17954200542,190.98653366791325
421334895712,695.3585320052582,422.162330569992,273.19690017580564
421354906723,579.8399782453109,280.728064767094,299.11118634542834
421449932901,615.5363814135644,378.68558023714303,236.8515333299559
421454908568,680.1462315181448,413.267898826533,266.8790275935181
421464841625,511.48618736210864,272.591813306473,238.89422726492583
421549895830,895.3061789403114,486.08614043732905,409.21987470290514
421557906591,519.7888260688572,276.047700429791,243.74095690042668
421592932726,472.855582372012,241.655874209244,231.19937274503016
421594841414,402.31615375137034,234.265675175156,168.05075709616662
421636841788,673.0251162104818,380.22042778088206,292.8048715322236
421649841284,647.7888686337841,363.22619527573,284.56280485537116
421677836785,372.16623197669287,216.510395815479,155.65609448563444
421685813818,502.2226031218052,245.688724045537,256.53330268839267
421739907202,592.3490823088682,331.065292278276,261.28390025274155
421758882779,1017.6163188177127,639.773224671727,377.844264631794
421761905567,643.692019575499,368.12600536678804,275.56627675251525
421785890494,485.8245526433931,260.42496719970404,225.3994777237014
421790907459,385.15833766432036,243.767953099687,141.39102205696273
