BUILDING.ID,pred_gas_cost_saving_CDI
389348000000.0,90.68848529745030
438113000000.0,91.0077061819265
420464000000.0,163.69368118230500
381640000000.0,-802.1343435775380
383509000000.0,-22.279096934205600
403511000000.0,-522.2891021508160
457360000000.0,-61.67429239294820
486963000000.0,28.808415959784400
484828000000.0,0.0
485013000000.0,-29.180372883475500
485168000000.0,-1451.5941856143600
483518000000.0,-4.026310283989380
478020000000.0,90.67369996356890
467891000000.0,-399.76884990444800
485841000000.0,18.030047283638100
430832000000.0,-75.61084938462250
430217000000.0,208.36183055884200
477466000000.0,14705.465147743500
420885000000.0,11015.37979775060
404738000000.0,15584.143754593800
382282000000.0,16180.825231653000
382271000000.0,31345.39038330890
382167000000.0,9856.504678907520
378417000000.0,10795.763785322100
389704000000.0,28111.499667041500
390575000000.0,29931.738006483700
384513000000.0,10987.953605623500
386608000000.0,1017.3629474246800
382684000000.0,11752.470664028400
382823000000.0,9880.523924623740
442594000000.0,5626.569996416000
450697000000.0,16664.42542330590
423196000000.0,11955.257686225000
422186000000.0,15472.870818130100
426220000000.0,13534.949276099200
420512000000.0,11881.078937499700
412549000000.0,0.0
382858000000.0,11414.951020414900
382567000000.0,11901.462575531900
382544000000.0,10964.808063524800
382115000000.0,10064.835738719800
397871000000.0,13646.637242846500
405712000000.0,19249.466848503400
421855000000.0,14367.135229742100
447534000000.0,9005.96336753865
485868000000.0,10085.975848156400
461544000000.0,10336.564681443500
475489000000.0,3936.6379012283800
493191000000.0,10154.524496918500
489881000000.0,8575.357807510180
490959000000.0,37776.59297709820
492141000000.0,37304.32276368290
484895000000.0,18331.707535195400
484465000000.0,24513.96931541490
487567000000.0,0.0
482353000000.0,8740.689767957680
483925000000.0,7280.891700454780
484210000000.0,10785.168993328000
475821000000.0,21689.983382105000
476715000000.0,8849.887117612870
482389000000.0,7538.526896666930
476000000000.0,10295.846684453300
478908000000.0,14214.399874446000
457985000000.0,13275.103713690100
474402000000.0,8327.087441240720
467473000000.0,12187.976128819000
467051000000.0,12422.862795317500
456347000000.0,10355.529764839500
450886000000.0,28776.025176523300
476699000000.0,24362.22577161730
460903000000.0,20235.251478439500
447447000000.0,18511.26875555050
486683000000.0,7262.5595731565200
427635000000.0,10266.573366104200
428159000000.0,9498.48511149202
427797000000.0,11633.099236370800
435121000000.0,19901.54948650780
441968000000.0,16086.68837975360
441667000000.0,11497.101849103600
469242000000.0,10298.975289131900
482118000000.0,4673.62071252834
472598000000.0,2086.8288605644100
508240000000.0,11295.928298753300
442687000000.0,17044.743187957700
442872000000.0,4161.476435205750
564877000000.0,10062.047469700200
380717000000.0,15626.283425805900
474609000000.0,176.89058739521100
474881000000.0,69.58306237910300
476742000000.0,70.52931545603910
465468000000.0,112.09207866978800
470384000000.0,152.47917027558600
438179000000.0,166.0220623951610
440506000000.0,148.0741277183110
434200000000.0,94.90758353430340
430454000000.0,53.83819383012550
432472000000.0,68.24623938302400
429439000000.0,71.55242755634660
429166000000.0,-45.39115470643400
412482000000.0,15.602653548404000
411630000000.0,-14.041553992974100
410816000000.0,97.35892574584210
381572000000.0,46.53142866084070
383625000000.0,-11.153821336463600
382387000000.0,58.50621653437600
382941000000.0,28.87985482004360
382816000000.0,99.06024356655450
400142000000.0,28.31454932936790
399052000000.0,61.46455574344610
399204000000.0,95.84478809179060
400196000000.0,47.055486418693700
395979000000.0,50.49326887744760
394742000000.0,23.345079259784400
396799000000.0,240.91362847724700
419072000000.0,51.9608280309177
419371000000.0,0.0
421791000000.0,11.331580492766700
420780000000.0,66.46721209459220
420902000000.0,15.712738946415000
420517000000.0,34.488865885875100
422504000000.0,100.34807433224100
425420000000.0,0.0
425306000000.0,90.16735789532360
426078000000.0,38.97480963111140
423899000000.0,109.04249962240200
424664000000.0,169.26310049448900
423030000000.0,94.64500494197280
424503000000.0,-11.001321439371500
424398000000.0,0.0
423936000000.0,0.0
423976000000.0,18.775545755339300
424155000000.0,155.12506541767900
424376000000.0,-14.135738982886900
424427000000.0,77.90261707446320
424466000000.0,156.62449195419100
431546000000.0,189.58697325325500
431983000000.0,99.67678614901890
441631000000.0,158.6312149917170
444596000000.0,61.17736966766490
433407000000.0,44.446415543256600
443911000000.0,-116.6097721813710
444646000000.0,0.0
450182000000.0,10.992060590313800
432956000000.0,-19.745875920413500
438969000000.0,126.82145524022300
443627000000.0,55.08947484687230
444013000000.0,95.55639696365530
444926000000.0,30.537640574274100
438272000000.0,-26.335916950197300
431370000000.0,13.234827698813900
436616000000.0,-2.645316243731940
434434000000.0,26.072702084614800
434778000000.0,19.979181160989300
437004000000.0,45.79760543843700
436636000000.0,-8.863267672001250
436601000000.0,7.9686738574243400
436586000000.0,-29.073180945605400
436386000000.0,21.580650561377400
440552000000.0,22.410982515932900
442704000000.0,10.72110069997040
442944000000.0,17.136786336487700
442857000000.0,-23.75417985385100
444250000000.0,35.83974409562550
442584000000.0,-70.83621840242730
446020000000.0,53.15956198515050
448605000000.0,-6.1426415406061900
450755000000.0,-100.13290846752900
450618000000.0,8.484218586683910
447598000000.0,25.21523697293900
449312000000.0,-13.079573038734900
447810000000.0,39.18092019927940
448556000000.0,50.91598292255630
447645000000.0,-65.59388282629030
448058000000.0,-4.3276265299913800
450789000000.0,-58.907650157917200
450203000000.0,-17.211710662609900
455116000000.0,-44.280070399733800
452391000000.0,6.059581487467070
425457000000.0,41.21586645719400
417570000000.0,132.38491757532900
419715000000.0,113.24071241614400
414973000000.0,256.95079469407500
417979000000.0,105.20478827488500
417963000000.0,42.70270104269250
415269000000.0,39.972151526943500
414900000000.0,126.94621193536900
422174000000.0,5.111778097803490
423761000000.0,-64.48367897710670
421084000000.0,4.183311308859150
427080000000.0,93.21180507539350
429087000000.0,-119.24677788875500
427929000000.0,116.41061816350500
425411000000.0,85.52133490334460
422606000000.0,-49.44571071056610
430895000000.0,21.819021846782200
429647000000.0,-22.504370601960000
426920000000.0,19.626859789355100
428689000000.0,-61.78347055693410
423834000000.0,88.66499580092430
423153000000.0,90.11404184788870
399269000000.0,91.77060431922720
410034000000.0,23.821194005590100
399760000000.0,106.16139486584300
406495000000.0,92.85954029538910
411990000000.0,46.05558510967210
383291000000.0,119.91136639557100
389636000000.0,138.59814437350700
389244000000.0,173.84382362708200
387828000000.0,63.18021681879830
387073000000.0,-79.72016605830730
379185000000.0,56.01627138430220
379390000000.0,39.85331615190440
378703000000.0,68.65879567146020
378733000000.0,0.0
388331000000.0,-0.9417555374850790
383532000000.0,104.4150685525080
373225000000.0,-71.85433430931790
378044000000.0,55.99660758731890
389504000000.0,-24.052128009369200
406263000000.0,14.615909375427200
401185000000.0,125.22540678977500
398505000000.0,58.84179674220760
398840000000.0,142.18499253061400
398713000000.0,12.290826545070900
399688000000.0,74.5149054314646
398472000000.0,68.16999111457240
403899000000.0,12.470293554908000
404179000000.0,11.425300101149500
431922000000.0,-3.755977648869630
431298000000.0,35.48111089555040
429795000000.0,38.350266741806600
430487000000.0,-5.096170169336860
429373000000.0,48.80087883417990
425954000000.0,44.73120921513950
422942000000.0,0.0
423796000000.0,64.08808394498040
423863000000.0,-13.590277746621100
424341000000.0,-49.94461682852700
425727000000.0,42.60519318294040
417754000000.0,-5.896328526615670
451885000000.0,-13.844259588033400
447818000000.0,-11.471370478240400
449748000000.0,42.40710297783700
449805000000.0,14.693993007575400
450882000000.0,-19.111073086507400
442651000000.0,66.7860593430446
442755000000.0,84.67503518625260
445517000000.0,100.81977981941000
441503000000.0,5.028408072719700
437507000000.0,79.53735239696500
437881000000.0,50.13885078838420
440780000000.0,102.6861141965330
436263000000.0,60.143612392578500
441184000000.0,46.03554171114990
434777000000.0,55.056672280011800
450394000000.0,43.113597785606500
450498000000.0,19.863823133799200
450133000000.0,615.7679883271880
449135000000.0,62.357720604291600
434549000000.0,-31.250144584924200
435188000000.0,57.00884421894230
504861000000.0,79.38320381552060
494663000000.0,19.389419504531300
475206000000.0,20.64168085845010
471252000000.0,47.448448130847200
472257000000.0,53.94235878479500
464750000000.0,2.2266146970983900
463974000000.0,-46.30525809964230
461080000000.0,-21.282218915652400
456520000000.0,43.09792088561880
455605000000.0,-62.12005274464420
455927000000.0,103.0169398885160
454607000000.0,47.742076740788800
456138000000.0,-58.34832551259560
455621000000.0,0.0
458695000000.0,-10.360070833375300
457886000000.0,57.618938839558000
457945000000.0,47709.34329353560
467741000000.0,34.53508398178460
466610000000.0,-40.81430377905070
464154000000.0,22.0973902454186
470607000000.0,20.30886894904230
468882000000.0,-22.685338916642200
466526000000.0,52.30744512862240
468497000000.0,8.908859957602860
467510000000.0,47.72277540474040
467485000000.0,21.484066948982800
461216000000.0,-25.322387880649200
465323000000.0,3.4450757216946400
465761000000.0,-3.0960720016530200
474632000000.0,168.13956113073400
471194000000.0,487.46900698116700
459703000000.0,57.4993467805279
457792000000.0,-56.50779110804240
462437000000.0,2.974979197601940
472184000000.0,160.09236781707700
457279000000.0,42.94986043910550
453066000000.0,36.427842325559600
449468000000.0,-43.18849250864770
451952000000.0,5.0613891321678100
478819000000.0,14.317115361681900
479637000000.0,-39.98182919829140
481094000000.0,137.41737292564200
500665000000.0,62.54709971215750
509294000000.0,-30.137024411533200
507501000000.0,68.75236815463100
495690000000.0,1.243604983275540
491536000000.0,-83.70405944192830
490551000000.0,74.83620085673840
492026000000.0,-10.287332837250800
494261000000.0,121.3537001453620
484963000000.0,-11.040455270826600
481333000000.0,308.4477822370350
480654000000.0,57.76661207806330
477970000000.0,28.23146947515560
477309000000.0,13.415170517344700
475763000000.0,-86.5403389260283
476464000000.0,52.398859430236400
478644000000.0,-42.04470026318480
478704000000.0,70.21493329070440
480454000000.0,190.05863924271600
480700000000.0,8.65591485955488
480666000000.0,98.50781751897300
476557000000.0,69.57528361246180
477686000000.0,1533.6832706969900
475985000000.0,0.0
476176000000.0,46.90697150115390
479882000000.0,7.503581756681740
458491000000.0,53.874543768993600
474406000000.0,52.61992397922500
475042000000.0,181.7784370632650
472822000000.0,11.547121459450200
471519000000.0,157.26195220706700
470995000000.0,-43.1393086099183
468511000000.0,116.1099410489140
466354000000.0,31.57915720918330
465811000000.0,205.40963829196000
466471000000.0,-17.13495995232330
466832000000.0,37.85428327556740
468856000000.0,-20.729415584984600
469108000000.0,-6.259072506393620
469269000000.0,1.4347067501118900
470244000000.0,28.633737090879300
470476000000.0,49.90011970638870
469061000000.0,126.98039126225600
470982000000.0,127.67491631897100
470898000000.0,55.7069986780203
473029000000.0,33.1434675667459
472640000000.0,36.95648277733530
473093000000.0,102.26435636667100
472660000000.0,91.4820251762547
471133000000.0,99.42589758512500
471765000000.0,31.42416894935470
474326000000.0,82.11488990653900
471421000000.0,-3.6885200761578900
470236000000.0,39.81129109562380
470257000000.0,238.0293272552880
469116000000.0,203.8240543832910
468365000000.0,92.7707563183511
